"id","UniProt"
16037,"P21397"
16038,"Q9Y2G4"
16039,"Q96K78"
16040,"C9JRZ8"
16041,"P15121"
16042,"Q96F25"
16043,"P47895"
16044,"Q96BT7"
16045,"Q9Y4X0"
16046,"Q16671"
16047,"P04746"
16048,"Q96K21"
16049,"O43423"
16050,"Q15389"
16051,"O15123"
16052,"Q7Z6R9"
16053,"Q6VUC0"
16054,"Q10567"
16055,"P24588"
16056,"Q13155"
16057,"Q9H2A2"
16058,"P14550"
16059,"Q12802"
16060,"P48448"
16061,"Q96QP1"
16062,"Q6P6C2"
16063,"Q96Q42"
16064,"Q8N944"
16065,"Q69YU3"
16066,"Q86YJ7"
16067,"Q8N2N9"
16068,"P50995"
16069,"Q5VYY1"
16070,"P49189"
16071,"P00352"
16072,"Q9ULX6"
16073,"Q495B1"
16074,"A6NHY2"
16075,"Q9Y2D5"
16076,"Q8TCU4"
16077,"Q6ZNB7"
16078,"Q86WK6"
16079,"P19961"
16080,"Q8N6S4"
16081,"Q96LA8"
16082,"Q9UPS8"
16083,"B4E2M5"
16084,"Q5TZF3"
16085,"Q9UKU9"
16086,"Q8IWK6"
16087,"P51857"
16088,"Q9P0M2"
16089,"Q8N6M5"
16090,"Q15699"
16091,"Q9H161"
16092,"Q86SJ2"
16093,"P08133"
16094,"A6NGH8"
16095,"P01019"
16096,"O76027"
16097,"A9YTQ3"
16098,"Q96NN9"
16099,"O75891"
16100,"Q8IZF4"
16101,"Q96BJ3"
16102,"P05091"
16103,"Q13686"
16104,"Q6UX46"
16105,"Q6UXH0"
16106,"Q8N957"
16107,"P61981"
16108,"Q30134"
16109,"P30460"
16110,"O60516"
16111,"Q9H2F3"
16112,"P30487"
16113,"Q9NQ94"
16114,"O95264"
16115,"P28221"
16116,"Q8WWZ7"
16117,"Q09428"
16118,"Q96J66"
16119,"P00505"
16120,"Q13131"
16121,"P31947"
16122,"P30447"
16123,"P20039"
16124,"O95336"
16125,"P30492"
16126,"P18465"
16127,"Q96IX9"
16128,"Q96GX2"
16129,"Q9H7C9"
16130,"Q8N2K0"
16131,"O95870"
16132,"Q2M3G0"
16133,"P33897"
16134,"Q9NUT2"
16135,"Q29940"
16136,"Q15173"
16137,"P10314"
16138,"P16190"
16139,"Q04917"
16140,"P46952"
16141,"P30939"
16142,"P05067"
16143,"Q8N139"
16144,"Q13685"
16145,"Q9Y312"
16146,"Q9UGJ0"
16147,"P10319"
16148,"P62258"
16149,"Q13542"
16150,"U3KPV4"
16151,"P54646"
16152,"P01009"
16153,"P01011"
16154,"Q0P651"
16155,"Q9BUJ0"
16156,"O94911"
16157,"P31941"
16158,"P30505"
16159,"Q96QU6"
16160,"Q29865"
16161,"P30512"
16162,"P16188"
16163,"P01911"
16164,"P30479"
16165,"P28335"
16166,"P30495"
16167,"Q5T5F5"
16168,"P21589"
16169,"P52209"
16170,"P30542"
16171,"Q8N5Z0"
16172,"Q96IU4"
16173,"Q86UQ4"
16174,"P04229"
16175,"P30510"
16176,"P30455"
16177,"Q5SQ80"
16178,"Q5VUR7"
16179,"P02750"
16180,"Q9UNA3"
16181,"P17174"
16182,"Q9BXI3"
16183,"Q96P26"
16184,"P30154"
16185,"Q9GIY3"
16186,"Q04826"
16187,"P30480"
16188,"P02763"
16189,"P22760"
16190,"P78363"
16191,"P04439"
16192,"Q9TNN7"
16193,"P30466"
16194,"P08908"
16195,"P0DMS8"
16196,"Q8IZ83"
16197,"P46098"
16198,"Q8WXA8"
16199,"P50406"
16200,"Q86V21"
16201,"A7E2S9"
16202,"Q6PD74"
16203,"Q9Y3L3"
16204,"P27348"
16205,"P30464"
16206,"Q9H0P0"
16207,"P11171"
16208,"P30493"
16209,"Q4UJ75"
16210,"P30443"
16211,"P78314"
16212,"P13761"
16213,"P01889"
16214,"Q30167"
16215,"P18462"
16216,"P16189"
16217,"P30484"
16218,"P41595"
16219,"P30488"
16220,"P08697"
16221,"Q676U5"
16222,"P19652"
16223,"O15033"
16224,"P61204"
16225,"O15085"
16226,"Q96PE2"
16227,"Q14865"
16228,"O14497"
16229,"Q5VXU3"
16230,"Q86TY3"
16231,"Q9BWS9"
16232,"P40617"
16233,"Q9H993"
16234,"P15882"
16235,"Q5H9R4"
16236,"Q6P1M9"
16237,"Q5T2E6"
16238,"Q8N7S6"
16239,"O14757"
16240,"Q9Y259"
16241,"O96017"
16242,"P35790"
16243,"Q9HD42"
16244,"Q7LBR1"
16245,"O43633"
16246,"Q9UQN3"
16247,"Q9H444"
16248,"Q3SXY8"
16249,"Q6ZSZ5"
16250,"P04424"
16251,"Q5T9G4"
16252,"Q96C12"
16253,"Q7Z3E5"
16254,"Q13231"
16255,"Q5MJ70"
16256,"Q9HBM1"
16257,"A6NNV3"
16258,"Q6RVD6"
16259,"A6NJR5"
16260,"Q76KD6"
16261,"O75934"
16262,"P22532"
16263,"Q8TCT7"
16264,"Q96PI1"
16265,"O43791"
16266,"Q6PJ21"
16267,"Q96N06"
16268,"Q9Y5K1"
16269,"Q9Y2L5"
16270,"Q96Q05"
16271,"Q9BT56"
16272,"Q8N5C6"
16273,"P59282"
16274,"Q5T0D9"
16275,"P12270"
16276,"Q9BYN0"
16277,"P78524"
16278,"Q8TDW4"
16279,"Q8WU08"
16280,"P42229"
16281,"P0CL84"
16282,"Q9NQZ5"
16283,"Q8WWQ8"
16284,"Q8NBB2"
16285,"O75886"
16286,"Q9Y2K9"
16287,"Q9NSY2"
16288,"O76061"
16289,"Q8NFT2"
16290,"Q658P3"
16291,"O95793"
16292,"Q9NSU2"
16293,"Q9BQ50"
16294,"Q687X5"
16295,"P31948"
16296,"P02788"
16297,"E0CX11"
16298,"Q9H668"
16299,"Q9C019"
16300,"O95361"
16301,"P08842"
16302,"Q9Y577"
16303,"Q86Y82"
16304,"O14662"
16305,"P56962"
16306,"Q9P2W9"
16307,"Q8N4C7"
16308,"O60499"
16309,"O75558"
16310,"Q13190"
16311,"P61266"
16312,"Q13049"
16313,"Q9UPN9"
16314,"Q9BYJ4"
16315,"Q9NQ86"
16316,"Q12846"
16317,"Q15833"
16318,"O00186"
16319,"Q8WV44"
16320,"Q5T5C0"
16321,"Q96DX7"
16322,"Q9H8W5"
16323,"Q6J9G0"
16324,"Q8WUJ0"
16325,"Q9BVG3"
16326,"Q969Q1"
16327,"A6NGJ6"
16328,"Q86WT6"
16329,"Q6ZMU5"
16330,"Q86UV7"
16331,"Q86UV6"
16332,"A6NK02"
16333,"I1YAP6"
16334,"Q96RU8"
16335,"Q9P2R7"
16336,"Q7L0X0"
16337,"Q9C040"
16338,"Q9C030"
16339,"Q9C029"
16340,"Q9BZR9"
16341,"Q9C026"
16342,"Q7Z2T5"
16343,"Q96GJ1"
16344,"Q9HAC7"
16345,"Q9UBS9"
16346,"P14410"
16347,"P55854"
16348,"Q8NBJ7"
16349,"Q8NHX4"
16350,"Q01082"
16351,"Q9Y296"
16352,"Q8WTU2"
16353,"Q5MJ10"
16354,"P36956"
16355,"Q9BW30"
16356,"O94811"
16357,"Q9BWW4"
16358,"Q86W33"
16359,"P63165"
16360,"Q9UQF0"
16361,"Q70CQ4"
16362,"Q8TEY7"
16363,"Q70CQ2"
16364,"Q8NB14"
16365,"Q9NVE5"
16366,"Q3LFD5"
16367,"Q9H9J4"
16368,"Q70EL4"
16369,"Q9H0E7"
16370,"Q70EL2"
16371,"P62068"
16372,"Q96K76"
16373,"Q86UV5"
16374,"Q70CQ1"
16375,"Q13107"
16376,"Q70EL3"
16377,"Q9UMX0"
16378,"O60701"
16379,"Q9NYU2"
16380,"Q16851"
16381,"P23381"
16382,"Q9UGM6"
16383,"Q13564"
16384,"Q5T011"
16385,"A0PK00"
16386,"Q9NUJ3"
16387,"Q86TG1"
16388,"Q9NX61"
16389,"Q8NDZ6"
16390,"Q8WVE7"
16391,"Q5T4T1"
16392,"Q96HP8"
16393,"Q8NBL3"
16394,"H3BS89"
16395,"Q7Z7N9"
16396,"Q8IXX5"
16397,"Q1AE95"
16398,"Q6ZMB5"
16399,"Q8NFB2"
16400,"Q9H7F4"
16401,"Q9H0A3"
16402,"P0C7N4"
16403,"A6NGB0"
16404,"Q9BZM4"
16405,"Q5VY80"
16406,"Q86VY9"
16407,"Q69YZ2"
16408,"A6NKL6"
16409,"Q15714"
16410,"O75157"
16411,"P11172"
16412,"O14795"
16413,"Q8NB66"
16414,"Q9H3U1"
16415,"Q8IWX7"
16416,"Q8IV45"
16417,"Q86WB7"
16418,"Q53HI1"
16419,"Q8WV15"
16420,"P29084"
16421,"Q9NYV8"
16422,"Q9NYV7"
16423,"P59542"
16424,"P59541"
16425,"P59538"
16426,"P13051"
16427,"Q7RTR8"
16428,"P59551"
16429,"Q96DZ7"
16430,"Q9ULZ0"
16431,"Q9NYW4"
16432,"Q9NYW6"
16433,"Q9NYW1"
16434,"P21731"
16435,"Q9Y3F1"
16436,"O75410"
16437,"Q8N9U0"
16438,"P40200"
16439,"O00322"
16440,"Q9BT76"
16441,"B0FP48"
16442,"E5RIL1"
16443,"Q13148"
16444,"Q16831"
16445,"Q12962"
16446,"O95045"
16447,"Q15572"
16448,"O00268"
16449,"Q0VAF6"
16450,"Q9NX95"
16451,"A6NDD5"
16452,"Q6ZMZ3"
16453,"O94966"
16454,"Q70EK9"
16455,"Q70EK8"
16456,"Q9H347"
16457,"P35503"
16458,"P19224"
16459,"Q9HAW7"
16460,"Q3SY77"
16461,"Q5JXB2"
16462,"Q8IX04"
16463,"Q16143"
16464,"O76070"
16465,"Q92890"
16466,"O94874"
16467,"P61960"
16468,"P30530"
16469,"Q8TAS1"
16470,"Q9BVX2"
16471,"Q8IUX1"
16472,"Q3SY00"
16473,"Q24JP5"
16474,"Q14DG7"
16475,"Q8N3T6"
16476,"Q8N4U5"
16477,"B4DZS4"
16478,"Q5H9J9"
16479,"Q6IEE7"
16480,"Q9BXJ8"
16481,"B9EJG8"
16482,"Q3YBM2"
16483,"Q6ZVK1"
16484,"Q9Y519"
16485,"Q9NVA4"
16486,"Q9BZM6"
16487,"Q9BZM5"
16488,"Q6H3X3"
16489,"O75385"
16490,"Q8IYT8"
16491,"Q6PHR2"
16492,"Q96C45"
16493,"C9J7I0"
16494,"Q8N2C9"
16495,"P0DP42"
16496,"B2RXF0"
16497,"Q8NBD8"
16498,"Q99576"
16499,"Q9Y3Q8"
16500,"Q9UPW8"
16501,"Q70J99"
16502,"Q9H1C4"
16503,"P48775"
16504,"A6NJT0"
16505,"Q5JRV8"
16506,"O95185"
16507,"Q6UXZ4"
16508,"P52657"
16509,"Q9P2D8"
16510,"Q8N2C7"
16511,"P29083"
16512,"Q9HAU4"
16513,"H3BR10"
16514,"O14669"
16515,"Q9BZD7"
16516,"Q86VZ5"
16517,"Q9Y5X0"
16518,"Q5SQN1"
16519,"Q9Y675"
16520,"Q86YD3"
16521,"Q96RF0"
16522,"Q9UNH7"
16523,"O15524"
16524,"Q9BTV4"
16525,"Q2T9K0"
16526,"Q86UG4"
16527,"Q99523"
16528,"P56693"
16529,"O94993"
16530,"Q9UN79"
16531,"O60248"
16532,"P35712"
16533,"Q9BT81"
16534,"P57073"
16535,"Q9Y651"
16536,"P23497"
16537,"Q3SY56"
16538,"Q86XZ4"
16539,"Q86WD7"
16540,"Q9UBP0"
16541,"Q9UM82"
16542,"Q59H18"
16543,"Q9BWV2"
16544,"Q5TCZ1"
16545,"Q9H2K2"
16546,"Q6UW49"
16547,"Q9NS56"
16548,"A0A1B0GUW6"
16549,"Q8NCJ5"
16550,"Q8WW59"
16551,"A4D263"
16552,"Q7Z698"
16553,"P16949"
16554,"P08582"
16555,"P34981"
16556,"P0CF51"
16557,"Q6ZVD7"
16558,"Q9UKU6"
16559,"Q9H6E5"
16560,"Q9BX79"
16561,"O43815"
16562,"Q9Y3F4"
16563,"Q14142"
16564,"Q96SI9"
16565,"O15344"
16566,"Q8IYM9"
16567,"Q12899"
16568,"Q16623"
16569,"Q14134"
16570,"P32856"
16571,"Q13277"
16572,"Q9UPQ4"
16573,"Q9Y6J8"
16574,"Q8NG06"
16575,"Q5EBN2"
16576,"Q6AZZ1"
16577,"O43715"
16578,"P53597"
16579,"Q92519"
16580,"Q96RU7"
16581,"Q96I99"
16582,"Q9UJV3"
16583,"O75382"
16584,"Q9C035"
16585,"Q8N9V2"
16586,"Q8N7C3"
16587,"O75962"
16588,"Q15650"
16589,"Q15654"
16590,"Q15643"
16591,"Q629K1"
16592,"Q9BQ61"
16593,"Q9HA77"
16594,"Q8N0S2"
16595,"P49591"
16596,"Q9NP81"
16597,"P57075"
16598,"Q8WUN7"
16599,"Q5T124"
16600,"P68543"
16601,"Q04323"
16602,"Q9Y4X1"
16603,"P06133"
16604,"Q6NUS8"
16605,"O75310"
16606,"O75795"
16607,"Q9Y3C8"
16608,"P26640"
16609,"Q9NYU1"
16610,"A0JNW5"
16611,"Q96T88"
16612,"P54577"
16613,"Q96PU4"
16614,"Q9Y2Z4"
16615,"Q96QD9"
16616,"Q96RL1"
16617,"C9JPN9"
16618,"Q86SX3"
16619,"Q96QE5"
16620,"Q96M29"
16621,"Q8NHR7"
16622,"Q9NZ01"
16623,"Q92664"
16624,"P0C1Z6"
16625,"P21980"
16626,"P49221"
16627,"O43548"
16628,"Q8WUY1"
16629,"P10828"
16630,"Q8TBB0"
16631,"Q9BWD1"
16632,"Q9NQW7"
16633,"O43895"
16634,"Q96MW7"
16635,"Q4W5G0"
16636,"Q6B0B8"
16637,"A6NFA1"
16638,"P62072"
16639,"Q9BVV7"
16640,"A0A0J9YXA8"
16641,"O43897"
16642,"Q6P9G4"
16643,"Q6ZRR5"
16644,"Q04727"
16645,"Q9Y4G6"
16646,"Q86T26"
16647,"Q6ZVM7"
16648,"O75204"
16649,"Q7L0Y3"
16650,"Q6UXP3"
16651,"Q8N3G9"
16652,"Q9H330"
16653,"A6NEH6"
16654,"Q9NWD8"
16655,"Q9NYK1"
16656,"Q6UW68"
16657,"Q9H813"
16658,"Q6UWW9"
16659,"Q9BTX3"
16660,"Q96SK2"
16661,"A6NML5"
16662,"Q9NV64"
16663,"O43763"
16664,"Q969M1"
16665,"Q96HV5"
16666,"Q5BJD5"
16667,"Q9NWC5"
16668,"Q96B21"
16669,"O95807"
16670,"Q4KMG9"
16671,"O94876"
16672,"O75069"
16673,"Q9ULS5"
16674,"Q9UM00"
16675,"Q7Z6W1"
16676,"Q6UWJ1"
16677,"Q5TGY1"
16678,"Q96DC7"
16679,"Q6P5X7"
16680,"Q8N9X5"
16681,"Q5T7P6"
16682,"Q9Y320"
16683,"Q96JJ7"
16684,"Q9NZR1"
16685,"Q9NYL9"
16686,"Q9NZQ9"
16687,"Q6ZXV5"
16688,"Q5T4D3"
16689,"Q12767"
16690,"P36402"
16691,"O60806"
16692,"A6NFQ2"
16693,"Q7L2K0"
16694,"Q5T9Z0"
16695,"O95932"
16696,"P05543"
16697,"Q8NA92"
16698,"Q96EK4"
16699,"P24752"
16700,"Q86YJ6"
16701,"P00734"
16702,"P35590"
16703,"Q9BTF0"
16704,"Q495A1"
16705,"Q9BQ16"
16706,"P16035"
16707,"A0A075B6Y3"
16708,"Q9H808"
16709,"A0A1W2PR48"
16710,"A0PJX2"
16711,"Q07352"
16712,"Q4W5P6"
16713,"Q8N614"
16714,"A6NGA9"
16715,"Q8NBT3"
16716,"A6NM43"
16717,"Q9Y4C2"
16718,"Q8N7M0"
16719,"Q8WWU5"
16720,"P78371"
16721,"Q8TDR4"
16722,"P50991"
16723,"Q99832"
16724,"Q9Y2W6"
16725,"Q969V4"
16726,"Q8N8B7"
16727,"Q8NA31"
16728,"Q96S53"
16729,"Q96PF1"
16730,"H3BV60"
16731,"Q14186"
16732,"Q9UP52"
16733,"P01137"
16734,"O15537"
16735,"Q01085"
16736,"Q6ZNK6"
16737,"Q99727"
16738,"Q9BSI4"
16739,"Q9H0I9"
16740,"Q3LXA3"
16741,"Q9BXR5"
16742,"Q92844"
16743,"Q6NXT6"
16744,"Q9BQE3"
16745,"P10636"
16746,"A6NNZ2"
16747,"P0DPH8"
16748,"Q6PEY2"
16749,"Q96M53"
16750,"P68371"
16751,"O43314"
16752,"Q12788"
16753,"A0A087WVF3"
16754,"Q6DHY5"
16755,"A0A087X1G2"
16756,"O60907"
16757,"Q7RTU1"
16758,"Q96SF7"
16759,"Q8WW35"
16760,"Q8IZS6"
16761,"P49368"
16762,"O95988"
16763,"Q5VWI1"
16764,"Q99594"
16765,"P24821"
16766,"Q8IZJ6"
16767,"Q96EI5"
16768,"Q15185"
16769,"Q9H0W7"
16770,"Q13769"
16771,"Q9UPZ6"
16772,"Q8NI27"
16773,"Q96J01"
16774,"Q6ZMP0"
16775,"Q9NXG2"
16776,"P01266"
16777,"Q8IVF5"
16778,"Q92563"
16779,"Q7Z2Z1"
16780,"P20226"
16781,"Q13428"
16782,"P53999"
16783,"Q9UIF3"
16784,"Q92752"
16785,"Q9NT68"
16786,"Q9Y6M0"
16787,"P22105"
16788,"Q99973"
16789,"P19484"
16790,"P01135"
16791,"O43493"
16792,"O43294"
16793,"Q15583"
16794,"Q8IYQ7"
16795,"Q5TEJ8"
16796,"Q86W42"
16797,"Q6I9Y2"
16798,"Q9BV44"
16799,"P31483"
16800,"O95411"
16801,"Q13263"
16802,"Q17RP2"
16803,"P49788"
16804,"A8MVX0"
16805,"Q8N4G2"
16806,"Q9BZP6"
16807,"O15013"
16808,"Q9P2M7"
16809,"Q9NPC3"
16810,"Q8TCG1"
16811,"A6NK59"
16812,"Q7L266"
16813,"P07306"
16814,"Q96FT7"
16815,"Q9NY37"
16816,"Q8N5K1"
16817,"Q9H8K7"
16818,"O14525"
16819,"O60312"
16820,"Q3KR37"
16821,"P54707"
16822,"Q76L83"
16823,"P51788"
16824,"P16615"
16825,"Q8TF62"
16826,"P56746"
16827,"P56750"
16828,"O95832"
16829,"Q5T6C5"
16830,"C9JDP6"
16831,"Q8TBG4"
16832,"Q9NTI2"
16833,"O14493"
16834,"P98198"
16835,"O95471"
16836,"O95484"
16837,"Q9NY35"
16838,"Q8NHS1"
16839,"Q9Y2D1"
16840,"Q9H0Y0"
16841,"Q96BY7"
16842,"Q9NZA1"
16843,"Q8N3C7"
16844,"Q8WYN0"
16845,"Q9Y4P1"
16846,"Q5K131"
16847,"Q96DT6"
16848,"Q9H1Y0"
16849,"Q6UXZ3"
16850,"A8K4G0"
16851,"Q6UXG3"
16852,"O75503"
16853,"Q9NWW5"
16854,"Q7Z7G1"
16855,"Q9BSB4"
16856,"O15516"
16857,"Q86TH1"
16858,"P82987"
16859,"Q6DD88"
16860,"O43313"
16861,"Q13315"
16862,"P54259"
16863,"P54710"
16864,"Q96SQ7"
16865,"O00244"
16866,"P56385"
16867,"P18859"
16868,"O75964"
16869,"P56381"
16870,"Q99766"
16871,"P35670"
16872,"O75110"
16873,"P07741"
16874,"Q92482"
16875,"P02654"
16876,"O43315"
16877,"Q8N726"
16878,"A6NKF2"
16879,"Q4LE39"
16880,"Q96BM9"
16881,"Q8N1N0"
16882,"Q9UJ71"
16883,"Q6EIG7"
16884,"Q2TB18"
16885,"Q9UQC9"
16886,"P09496"
16887,"Q8IYS0"
16888,"Q8IXJ9"
16889,"P14415"
16890,"P51801"
16891,"P50993"
16892,"O14983"
16893,"P51790"
16894,"Q5VTU8"
16895,"P24539"
16896,"P51797"
16897,"P51798"
16898,"P20020"
16899,"Q06055"
16900,"P23634"
16901,"Q8N6F1"
16902,"P98194"
16903,"Q8N7P3"
16904,"A6NM45"
16905,"Q9Y2Q0"
16906,"O15551"
16907,"O00501"
16908,"P56747"
16909,"P18847"
16910,"P53675"
16911,"P30622"
16912,"Q9UDT6"
16913,"Q96DZ5"
16914,"Q9NT62"
16915,"P49761"
16916,"Q8TDQ1"
16917,"Q86TL0"
16918,"Q9H6B4"
16919,"Q674R7"
16920,"Q7Z3C6"
16921,"Q9UII2"
16922,"Q96KA5"
16923,"Q6ZMM2"
16924,"Q92989"
16925,"Q8WXF7"
16926,"Q8NHH9"
16927,"Q9H078"
16928,"Q92858"
16929,"Q9Y6H3"
16930,"O75947"
16931,"Q04656"
16932,"O76031"
16933,"Q92624"
16934,"P02655"
16935,"Q9UJX5"
16936,"Q92870"
16937,"P02649"
16938,"Q8IXF9"
16939,"P84085"
16940,"Q8IW93"
16941,"Q96DR7"
16942,"Q9H0F7"
16943,"Q12774"
16944,"O95154"
16945,"Q96B67"
16946,"Q99828"
16947,"Q7Z6K5"
16948,"Q9Y294"
16949,"P07307"
16950,"P42127"
16951,"Q9UBL3"
16952,"Q9UHC3"
16953,"Q9NWL6"
16954,"Q8IZT6"
16955,"P0C842"
16956,"Q5SWW7"
16957,"Q8NBR9"
16958,"Q86VG3"
16959,"A6NJI1"
16960,"Q6NUJ2"
16961,"C9JLR9"
16962,"Q7Z7L8"
16963,"Q7Z7J9"
16964,"Q96S95"
16965,"Q96SZ6"
16966,"Q96SN8"
16967,"Q14008"
16968,"Q8TAZ6"
16969,"Q96FZ5"
16970,"Q8IZV2"
16971,"Q9UBR5"
16972,"Q9NQ89"
16973,"Q96LM1"
16974,"Q86WS4"
16975,"Q96LP6"
16976,"Q8N5I9"
16977,"Q6X4T0"
16978,"Q8IXR9"
16979,"Q9H3J6"
16980,"Q96MD2"
16981,"Q32Q52"
16982,"Q8N812"
16983,"G3V211"
16984,"Q5QGZ9"
16985,"Q2HXU8"
16986,"Q8NCF0"
16987,"Q6UXS0"
16988,"O75122"
16989,"Q8N2M8"
16990,"P28329"
16991,"Q86T13"
16992,"Q8NC01"
16993,"Q9UHP7"
16994,"P0C7M8"
16995,"Q8WXI8"
16996,"Q9ULY5"
16997,"Q6UXB4"
16998,"Q9NY25"
16999,"Q9BXN2"
17000,"A8K7I4"
17001,"Q9Y284"
17002,"Q6HA08"
17003,"P09497"
17004,"Q96CP6"
17005,"Q96S66"
17006,"P51800"
17007,"Q9C0F0"
17008,"P54709"
17009,"O60423"
17010,"O75508"
17011,"P56749"
17012,"O95500"
17013,"Q5TC04"
17014,"Q9ULK2"
17015,"P56880"
17016,"Q5SQI0"
17017,"O75143"
17018,"Q5T9A4"
17019,"Q5T2N8"
17020,"P18848"
17021,"P18850"
17022,"P17544"
17023,"O14967"
17024,"O95833"
17025,"Q9Y696"
17026,"Q96NY7"
17027,"P49759"
17028,"P49760"
17029,"Q9HAZ1"
17030,"Q496F6"
17031,"Q08708"
17032,"Q9UGN4"
17033,"Q96JQ2"
17034,"Q8N6G6"
17035,"Q6UY14"
17036,"Q8N100"
17037,"Q6IWH7"
17038,"Q9HCE9"
17039,"O60678"
17040,"Q99767"
17041,"O96018"
17042,"P02652"
17043,"Q7Z2E3"
17044,"Q13520"
17045,"Q9Y3E7"
17046,"Q9P2E5"
17047,"Q9NRG0"
17048,"Q9NR48"
17049,"P78348"
17050,"Q16515"
17051,"P17405"
17052,"Q86X95"
17053,"Q14011"
17054,"Q9NZ45"
17055,"P08243"
17056,"Q9NSE2"
17057,"O75390"
17058,"Q5U4P2"
17059,"Q6ICH7"
17060,"P26436"
17061,"Q9BXN1"
17062,"Q9ULV3"
17063,"Q8IYJ2"
17064,"Q8WW14"
17065,"Q96M02"
17066,"Q8TEF2"
17067,"Q8N326"
17068,"Q5SQS8"
17069,"Q8N4M7"
17070,"B7Z368"
17071,"A0A1B0GUT2"
17072,"Q96F05"
17073,"Q9H6J7"
17074,"Q8NCR3"
17075,"P00966"
17076,"C9JXX5"
17077,"E9PRG8"
17078,"Q8WWK9"
17079,"Q07065"
17080,"P0DPE3"
17081,"Q2KHT3"
17082,"Q6ZS10"
17083,"Q6ZU45"
17084,"P16619"
17085,"Q9P126"
17086,"O75596"
17087,"Q9UMR7"
17088,"Q8WTT0"
17089,"Q9H2X3"
17090,"Q6UXN8"
17091,"Q9Y6N3"
17092,"Q14CN2"
17093,"Q8WWH4"
17094,"O75129"
17095,"Q9P241"
17096,"P98196"
17097,"L0R819"
17098,"Q9HD20"
17099,"Q4VNC1"
17100,"Q9UN42"
17101,"P13637"
17102,"P05496"
17103,"P05026"
17104,"P0DMR3"
17105,"Q01814"
17106,"Q9Y5I7"
17107,"Q96QE3"
17108,"O75185"
17109,"P57739"
17110,"H7C241"
17111,"P18846"
17112,"Q86WG3"
17113,"P56748"
17114,"Q9ULI0"
17115,"Q9NVI7"
17116,"O94817"
17117,"O95260"
17118,"Q13795"
17119,"Q9NZN5"
17120,"O95376"
17121,"Q99856"
17122,"P29374"
17123,"Q8N8L6"
17124,"Q8IZ52"
17125,"O43916"
17126,"Q9GZX3"
17127,"Q9NPF2"
17128,"Q86WX3"
17129,"Q9NZ32"
17130,"P56211"
17131,"P61158"
17132,"Q5W0N0"
17133,"O15144"
17134,"A6NEK1"
17135,"P49407"
17136,"Q8N365"
17137,"P32121"
17138,"P15848"
17139,"P36575"
17140,"Q96RK0"
17141,"P51689"
17142,"P54793"
17143,"Q96EG1"
17144,"Q5FYB0"
17145,"Q6UWY0"
17146,"O43734"
17147,"Q8IUL8"
17148,"P0C7U1"
17149,"Q9NR71"
17150,"Q8WWX0"
17151,"Q9NWX5"
17152,"Q495Z4"
17153,"Q8N9N2"
17154,"Q8WXH4"
17155,"Q99929"
17156,"Q7RTU5"
17157,"Q8WXK1"
17158,"Q96NS5"
17159,"Q8WXJ9"
17160,"Q6ZVZ8"
17161,"Q9NVP2"
17162,"Q9BVC5"
17163,"Q92484"
17164,"Q92485"
17165,"O95671"
17166,"P46597"
17167,"O43681"
17168,"P0C7P0"
17169,"Q9BZE9"
17170,"A6ND91"
17171,"P20933"
17172,"Q96KQ4"
17173,"Q13625"
17174,"Q12797"
17175,"Q99966"
17176,"Q99967"
17177,"Q96RK1"
17178,"Q5T742"
17179,"A4QN01"
17180,"Q8N6V4"
17181,"Q5T681"
17182,"Q8N1V8"
17183,"Q5T1B1"
17184,"Q9H7T3"
17185,"Q5VZT2"
17186,"Q9H5F2"
17187,"Q9NQ32"
17188,"Q9P2W6"
17189,"Q96N53"
17190,"Q8WZ69"
17191,"Q8N5U0"
17192,"Q8N8P7"
17193,"Q8TAV5"
17194,"Q96A22"
17195,"Q8IXP5"
17196,"Q9H0W9"
17197,"Q9H3H3"
17198,"Q6IPW1"
17199,"Q6PI97"
17200,"Q3C1V1"
17201,"A0A1B0GVM6"
17202,"Q96JB5"
17203,"Q8IZ96"
17204,"Q96MX0"
17205,"Q8IZR5"
17206,"Q96DZ9"
17207,"Q9NX76"
17208,"Q8N999"
17209,"Q8N6U2"
17210,"Q495D7"
17211,"Q9H741"
17212,"Q8NA57"
17213,"Q5U649"
17214,"Q8N7H1"
17215,"Q96M19"
17216,"A8MTZ7"
17217,"Q69YU5"
17218,"C9JDV5"
17219,"A5D8T8"
17220,"Q6UXF7"
17221,"Q7Z460"
17222,"Q96F83"
17223,"Q8IUN9"
17224,"Q9Y240"
17225,"Q6UVW9"
17226,"Q92478"
17227,"Q8TER5"
17228,"Q96CF2"
17229,"Q9H2X0"
17230,"Q86X52"
17231,"Q70JA7"
17232,"Q9Y4C5"
17233,"Q7LGC8"
17234,"Q8NCG5"
17235,"O43529"
17236,"Q8NCH0"
17237,"Q9Y3Y2"
17238,"Q9UBL0"
17239,"P0C843"
17240,"Q9BUW7"
17241,"P61160"
17242,"Q8TAL5"
17243,"Q9H9F9"
17244,"Q8N4C0"
17245,"Q9GZN1"
17246,"Q8WZB0"
17247,"Q5VYM1"
17248,"Q9H981"
17249,"Q5JTZ5"
17250,"Q5TBE3"
17251,"Q9H5X1"
17252,"Q9Y3D0"
17253,"Q8N5I2"
17254,"O76071"
17255,"Q8NCT1"
17256,"Q9H6Q4"
17257,"P10523"
17258,"O15145"
17259,"P59998"
17260,"O15511"
17261,"Q5FYB1"
17262,"Q5T4W7"
